descricao_imovel,aluguel,condominio,total_mensal,iptu,metragem,endereco,bairro,cidade,zona,quartos,banheiros,garagem
"Apartamento de 2 dormitórios mobiliado no Bairro Petrópolis em Porto Alegre, com 90m², originalmente 3 dormitórios que foram transformados em 2, sendo 1 suíte com banheira e closet...",4000,992,4992,200,90,Não Informado, Petrópolis ,Porto Alegre,Centro,2,2,1
"Cobertura espaçosa para alugar, com 3 quartos, sendo 1 suíte, e 3 banheiros no total. Este imóvel é bem equipado, bom para quem procura conforto, comodidade e ótima localização.  O...",4890,0,4890,1,300,Não Informado, São João ,Porto Alegre,Zona Norte,3,3,2
"Apartamento com ótima localização, próximo ao Zaffari da Cel Boridini. São 80 m² de área privativa, onde estão distribuídos: 02 dormitórios com ventilador de teto, living 02 ambien...",1600,350,1950,65,80,Rua General Couto de Magalhães, São João ,Porto Alegre,Zona Norte,2,1,0
"Leindecker Imóveis aluga apartamento com 60m², localizado no bairro Jardim Botânico, fundos. Imóvel com 02 dormitórios, living, cozinha, área de serviço, banheiro social, piso parq...",1300,244,1544,0,60,Rua Valparaíso, Jardim Botânico ,Porto Alegre,Zona Leste,2,1,0
"O apartamento está localizado no bairro Restinga tem 45 metros quadrados com 2 quartos e 1 banheiro, na David Cherman, 290/101. Aluguel R$ 650,00, condomínio R$ 144,00 e IPTU R$ 31...",650,144,794,31,45,Rua David Cherman, Restinga ,Porto Alegre,Zona Sul,2,1,0
-,2443,500,2943,150,57,Não Informado, Jardim Lindoia ,Porto Alegre,Zona Norte,2,1,1
"Apartamento totalmente mobiliado com 68m2, com 2 dormitórios sendo 1 suíte no bairro Jardim Botânico. Imóvel é completo, com mobilia e eletros, possui living para 2 ambientes, banh...",2800,400,3200,95,68,Não Informado, Jardim Botânico ,Porto Alegre,Zona Leste,2,2,2
"Apartamento para locação no bairro Jardim Lindoia, com aproximadamente 60m² de área privativa, 02 dormitórios sendo 01 suíte, living 02 ambientes, cozinha americana, área de serviç...",2723,609,3332,0,60,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Apartamento 02 dormitorios, Partenon, Porto Alegre/RS Apartamento com excelente localização, com fácil acesso a Puc, Carrefour, Carris, Farmácias e Restaurantes. Fácil acesso para...",1200,536,1736,0,61,Não Informado, Partenon ,Porto Alegre,Zona Sul,2,1,0
"Leindecker Imóveis aluga apartamento mobiliado com 84 m² localizado no bairro Passo D'areia, fundos. Imóvel possui 3 dormitórios sendo 1 suíte, 4 aparelhos de ar-condicionado, piso...",2900,750,3650,0,84,Não Informado, Passo dAreia ,Porto Alegre,Zona Norte,3,2,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, próximo ao Sesc, McDonald's, Pizzaria. Com fácil acess...",1200,395,1595,48,43,Rua Doutor Otávio Santos, Jardim Itú Sabará ,Porto Alegre,Zona Norte,2,1,0
"Amplo Apartamento na Av. Assis Brasil perto da UPA Assis Brasil e Shopping Bourbon Wallig de Bancos e comércio e Praça.Ampla área de lazer, Com Bar Gourmet , Beauty Care , Biciclet...",2674,471,3145,0,56,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento semi mobiliado com excelente localização, próximo ao Escola, Mini mercados. Com f...",1950,421,2371,98,68,Rua Irmão Norberto Francisco Rauch, Jardim Carvalho ,Porto Alegre,Zona Leste,2,1,1
"Apartamento com excelente localização, próximo a Catedral Metropolitana, fácil acesso ao Zaffari da Fernando Machado, Assembleia legislativa, colégio Paula Soares e a UFGRS. São 47...",1250,245,1495,43,30,Rua da República, Cidade Baixa ,Porto Alegre,Centro,2,1,0
"Belíssimo apartamento com 2 (dois) dormitórios, 65m², dupla vaga de estacionamento coberta, banheiro social, lavabo, cozinha mobiliada, sala de estar e ampla área de serviço.  Exce...",2290,470,2760,0,65,Avenida Francisco Petuco, Boa Vista ,Porto Alegre,Zona Norte,2,2,2
"Apartamento com excelente localização, próximo a Faculdade Uniritter, Supermercado Gecepel, Academia Usina do Corpo, com fácil acesso para as Avenidas Protásio Alves, Av. Manoel El...",900,398,1298,28,51,Rua João da Silva Bueno, Alto Petrópolis ,Porto Alegre,Zona Norte,2,1,1
"Apartamento para locação no bairro Jardim Lindoia, com aproximadamente 60m² de área privativa, 02 dormitórios sendo 01 suíte, living 02 ambientes, cozinha americana, área de serviç...",2738,565,3303,0,60,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Amplo Apartamento na Av. Assis Brasil perto da UPA Assis Brasil e Shopping Bourbon Wallig de Bancos e comércio e Praça.Ampla área de lazer, Com Bar Gourmet , Beauty Care , Biciclet...",2999,471,3470,0,56,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Lindo Duplex 02 dormitórios, 1 suíte, 104 m². Apartamento bem iluminado, possui 2 vagas e aceita Pet.  Não possui elevador.  Condomínio com Playground, Piscina, Churrasqueira, Salã...",2280,640,2920,70,104,Não Informado, Passo das Pedras ,Porto Alegre,Zona Norte,2,2,2
"Apartamento com excelente localização, próximo a Mercado, Ferragem. Com fácil acesso para as Avenidas Tramandaí e Coronel Marcos. São 65m² distribuídos em 02 dormitórios, sendo 01...",1200,300,1500,43,65,Rua Dea Coufal, Ipanema ,Porto Alegre,Zona Sul,2,1,0
"Leindecker Imóveis Aluga apartamento no Bairro Sarandi. São 58m² com 2 dormitórios amplos, sala comporta 2 ambientes, banheiro social, cozinha com área de serviço separada. Amplo e...",800,181,981,0,57,Rua Professora Cecy Cordeiro Thofehrn, Sarandi ,Porto Alegre,Zona Norte,2,1,0
"Apartamento no Bairro São João em Porto Alegre aproximadamente 59 m² de área privativa. O imóvel possui, Living, 02 dormitórios (sendo 01 suíte), banheiro social, cozinha, área de...",2250,557,2807,70,59,Rua Augusto Severo, São João ,Porto Alegre,Zona Norte,2,1,0
"[ISENTO VALOR DO ALUGUEL NO PRIMEIRO MÊS DE LOCAÇÃO]Apartamento 02 Dormitórios, com sala e cozinha, área de serviço, banheiro com box, 4º andar, situação lateral, piso parquet/cerâ...",650,260,910,24,40,Avenida Farrapos, Floresta ,Porto Alegre,Centro,2,1,0
"Apartamento com excelente localização, fica próximo a Av. Ipiranga, e ao Zaffari Ipiranga. São 68m² de área privativa onde estão distribuídos: 02 dormitórios, sendo 01 com armários...",1390,339,1729,68,68,Rua Felipe de Oliveira, Petrópolis ,Porto Alegre,Centro,2,1,0
"Apartamento semi mobiliado com excelente localização, com fácil acesso ao Zaffari, Panvel, Shopping Iguatemi, Restaurantes, Escola Anchieta e Clube Grêmio Náutico união. Fácil aces...",2900,1675,4575,624,178,Avenida Carlos Gomes, Auxiliadora ,Porto Alegre,Zona Norte,3,3,2
"Bridge Imóveis vende e aluga apartamento no Grand Park Lindóia. O imóvel de 60,93m² conta com 02 dormitórios, sendo 01 suíte, churrasqueira e fornece ao residente todas as comodida...",2839,500,3339,150,61,Não Informado, Jardim Lindoia ,Porto Alegre,Zona Norte,2,1,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, próximo ao Colégio Israelita, Praça da Encol, Hospital...",3300,400,3700,90,66,Rua Vicente da Fontoura, Rio Branco ,Porto Alegre,Centro,2,1,2
"Apartamento com 61m², no bairro Jardim Lindóia. Apartamento com 2 dormitórios, sendo 1 suíte, banheiro social, cozinha com churrasqueira e área de serviços. 1 Vaga de garagem.  Dis...",2902,500,3402,124,61,Não Informado, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Apartamento para locação no bairro Jardim Lindoia, com aproximadamente 60m² de área privativa, 02 dormitórios sendo 01 suíte, living 02 ambientes, cozinha americana, área de serviç...",2748,565,3313,0,60,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Apartamento para Aluguel - Farrapos, 3 Quartos, 65 m2. Sobre o imóvel: Excelente apartamento andar alto, vista livre, composto por 3 dormitórios, sendo 1 suíte, banheiro social, sa...",2400,450,2850,66,65,Rua Airton Ferreira da Silva, Farrapos ,Porto Alegre,Zona Norte,3,2,1
"Leindecker Imóveis aluga apartamento com 48m², localizado no bairro Alto Petrópolis. Imóvel de frente, com 2 dormitórios, circulação, cozinha com balcão, área de serviço, banheiro...",750,301,1051,0,48,Rua Tenente Ary Tarrago, Alto Petrópolis ,Porto Alegre,Zona Norte,2,1,1
"Leindecker Imóveis aluga apartamento com 77,72m², localizado no bairro São Sebastião, frente. Imóvel com 3 dormitórios, living 2 ambientes, cozinha americana, área de serviços fech...",1985,130,2115,0,77,Rua Lasar Segall, São Sebastião ,Porto Alegre,Zona Norte,3,2,1
"Connec3 aluga apartamento de 2 dormitórios no bairro Sarandi, possuindo 58m² de área privativa com sacada e semi mobiliado com móveis fixos. O Condomínio Jardim América fica locali...",1550,500,2050,65,58,Rua Engenheiro Frederico Dahne, Sarandi ,Porto Alegre,Zona Norte,2,1,1
"Apartamento com 2 dormitórios sendo 1 suíte, 50 m², banheiro social, cozinha com churrasqueira, sacada, 1 vaga de garagem. Piso cerâmico, posição lateral, orientação solar oeste. C...",1670,270,1940,142,50,Rua Airton Ferreira da Silva, Farrapos ,Porto Alegre,Zona Norte,2,2,1
"Apartamento 2 dormitórios, sala 2 ambientes, cozinha conjugada com área de serviço, banheiro social. Apartamento com ensolação oeste, 3 andar, bem ventilado com piso parquet. Baixo...",800,263,1063,0,55,Não Informado, Protásio Alves ,Porto Alegre,Zona Leste,2,1,0
"Apartamento com excelente localização, próximo à Av. Sertório. São 60m² de área privativa onde estão distribuídos: 02 Dormitórios, living, cozinha com pia e armário, área de serviç...",1100,200,1300,45,60,Rua Conselheiro D'Ávila, Jardim Floresta ,Porto Alegre,Zona Norte,2,1,0
"Excelente apartamento garden, totalmente reformado, área privativa de 82m2, 2 dormitórios, 1 banho social, sala de estar/jantar, cozinha com balcão e pedra, dependência de empregad...",2300,340,2640,840,81,Não Informado, Floresta ,Porto Alegre,Centro,2,2,0
"Apartamento para Aluguel - Jardim Salso , 2 Quartos, 72 m2. Sobre o imóvel: Imóvel completamente mobiliado e finamente decorado, com excelente orientação solar, condomínio com infr...",4490,730,5220,159,72,Rua Aldo Menotti Sirangelo, Jardim do Salso ,Porto Alegre,Zona Leste,2,2,2
"Apartamento para Aluguel - Jardim Itu-Sabará, 2 Quartos, 45 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1200 - Condomínio: R$ 300 - IPTU: R$ 34  Que tal agendar uma visita? Entre...",1200,300,1500,34,45,Travessa A, Jardim Itú Sabará ,Porto Alegre,Zona Norte,2,1,1
"Ótimo apartamento novo, cozinha americana c/ churrasqueira, living dois ambientes, 2 dormitórios sendo uma suite e duas vagas de garagem. Condominio com infraestrutura completa, pi...",3600,500,4100,100,66,Rua Vicente da Fontoura, Bela Vista ,Porto Alegre,Centro,2,2,2
"Venha conhecer este apartamento no bairro Jardim Lindóia, com 02 dormitórios, cozinha e areá de serviço separada, uma bela sacada ensolarada, 01 vaga de garagem coberta, podendo se...",1600,380,1980,70,57,Rua Guadalupe, Jardim Lindoia ,Porto Alegre,Zona Norte,2,1,2
"Apartamento de 03 dormitórios com suíte e 02 boxes de estacionamento, no Bairro Jardim Botânico.  * Próximo ao Jardim Botânico, PUC (Universidade e Hospital) e Zaffari e Bourbon Ip...",1700,580,2280,92,81,Rua Professor Freitas Cabral, Jardim Botânico ,Porto Alegre,Zona Leste,3,1,2
"Carpete já retirado e com piso laminado nos dormitórios e todos os ambientes c/ ar condicionado. Ótimo Apto 105m² privativos, living três ambientes com churrasqueira, janelões prop...",3600,990,4590,150,105,Avenida Plínio Brasil Milano, Higienópolis ,Porto Alegre,Centro,3,3,1
"PARIGI IMÓVEIS ALUGA apartamento com 86m² localizado no bairro Petrópolis. Apartamento semi mobiliado com 2 dormitórios sendo 2 suítes, 3 banheiros no total sendo 1 lavabo, móveis...",3500,420,3920,250,86,Não Informado, Petrópolis ,Porto Alegre,Centro,2,3,2
"Luagge imóveis aluga, lindo apto mobiliado e impecável, 3 dorms transf. em 2, sendo um com closet, sol norte, bem iluminado, privacidade , a 2 quadras da Av. Dr. Campos Velho e 5 m...",2300,400,2700,84,73,Rua Wilson Adnislen Freitas de Paiva Bueno, Cavalhada ,Porto Alegre,Zona Sul,2,2,2
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, próximo ao Hospital Militar, Shopping Moinhos de Vento...",1850,401,2251,44,65,Avenida Nova York, Auxiliadora ,Porto Alegre,Zona Norte,2,1,0
"Apartamento de 2 dormitórios, reformado, 1 suíte com sacada, living amplo com sacada, banheiro social, cozinha com armários, área de serviço, 01 vaga de garagem.Prédio em ótimo est...",2450,501,2951,170,80,Rua Santo Antônio, Floresta ,Porto Alegre,Centro,2,2,1
"Apartamento semimobiliado com 2 dormitórios transformado em 1 dormitório com possibilidade de reversão, com 1 suíte, 1 banheiro social e 2 vagas no bairro Bela Vista.  Imóvel possu...",3800,900,4700,195,68,Não Informado, Bela Vista ,Porto Alegre,Centro,2,2,2
"Apartamento mobiliado, 98m², 2 dormitórios 1 suíte e 2 vagas de garagem no bairro Auxiliadora. Imóvel possui living para 2 ambientes bem distribuídos, iluminados e arejados, com ch...",4000,1000,5000,326,98,Não Informado, Auxiliadora ,Porto Alegre,Zona Norte,2,2,2
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento semi mobiliado com excelente localização, com fácil acesso ao Boulevard, Lindóia...",1200,500,1700,68,113,Avenida Sarandi, Sarandi ,Porto Alegre,Zona Norte,2,1,1
"Leindecker Imóveis aluga apartamento com 85 m², localizado no bairro Santana, frente. Imóvel com 02 dormitórios sendo 1 suíte, piso laminado, 2 aparelhos de ar-condiconado, living...",2700,369,3069,0,85,Rua Veador Porto, Santana ,Porto Alegre,Centro,2,2,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, próximo ao Supermercado Brunetto, Faculdade Uniritter...",800,263,1063,86,45,Avenida Martim Félix Berta, Mário Quintana ,Porto Alegre,Zona Norte,2,1,0
"Código Zimobi: 24373 Aluguel: R$ 1.000,00 / mês Condomínio: R$ 350,00 / mês IPTU: R$ 33,00 / mês Total: R$ 1.383,00 / mês  Ap. na av. jacuí com 2 dorm, cozinha e área de serviço pl...",1000,350,1350,33,54,Avenida Jacuí, Cristal ,Porto Alegre,Zona Sul,2,1,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, próximo a Casa do Gesso. Com fácil acesso para a Aveni...",700,188,888,30,42,Avenida Protásio Alves, Protásio Alves ,Porto Alegre,Zona Leste,2,1,0
"Apartamento e com 2 quartos (1 suíte), 2 banheiros, 78,09 m², com 1 vaga de garagem dupla, posição solar norte/oeste, sala de estar ampla com sacada, banheiro social, cozinha com c...",2300,465,2765,269,78,Não Informado, Bom Jesus ,Porto Alegre,Zona Leste,2,2,2
"Apartamento com 49m², 2 quartos com 1 banheiro e 1 vaga de garagem no bairro Mario Quintana. Piso cerâmica, banheiro com box de vidro, de frente, sol da tarde. Condomínio conta com...",1200,260,1460,50,49,Avenida Martim Félix Berta, Mário Quintana ,Porto Alegre,Zona Norte,2,1,1
"Apartamento de 2 dormitórios com 2 vagas de garagem no bairro Cristal, zona sul de Porto Alegre, RS.  Imóvel bem arejado 2 dormitórios, sendo 1 suíte, living 2 ambientes, cozinha a...",2100,540,2640,66,59,Rua Coronel Aristides, Cristal ,Porto Alegre,Zona Sul,2,2,2
"Apartamento para locação no bairro Jardim Lindoia, com aproximadamente 60m² de área privativa, 02 dormitórios sendo 01 suíte, living 02 ambientes, cozinha americana, área de serviç...",2773,565,3338,0,60,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Apartamento com excelente localização, próximo ao Supermercado Gecepel, Campus UniRitter FAPA, Brigada Militar, Academia Usina do Corpo, Pit Stop, Prime Sushi, com fácil acesso par...",750,300,1050,30,30,Rua Deodoro, Mário Quintana ,Porto Alegre,Zona Norte,2,1,1
"Amplo Apartamento na Av. Assis Brasil perto da UPA Assis Brasil e Shopping Bourbon Wallig de Bancos e comércio e Praça.Ampla área de lazer, Com Bar Gourmet , Beauty Care , Biciclet...",2999,471,3470,0,60,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Apartamento ensolarado, silencioso, ventilado, 2 dormitórios, vaga coberta, piso parquet, quarto e banheiro auxiliares (dependência de empregado completa). Condomínio com zelador....",2000,590,2590,190,72,Rua Artur Rocha, Mont Serrat ,Porto Alegre,Centro,2,2,1
"Apartamento com excelente localização, próximo ao Hipermercado Nacional, Hospital Ernesto Dornelles, Colégio La Salle, com fácil acesso para as Avenidas Bento Gonçalves, Ipiranga,...",3000,1123,4123,329,112,Rua Veador Porto, Santana ,Porto Alegre,Centro,2,1,2
****CARÊNCIA DE 4 MESES NO VALOR DO ALUGUEL**** Locação Reversível - Agora é possível tornar-se dono do imóvel utilizando as parcelas do aluguel como entrada na compra de apartamen...,2755,0,2755,0,67,Não Informado, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Imobiliária Adacon aluga em Porto Alegre. Apartamento de 3 dormitórios no bairro PARTENON. Amplo apartamento de 3 dormitórios, sendo 1 suíte, amplo living, banheiro social e cozinh...",2400,649,3049,165,80,Não Informado, Partenon ,Porto Alegre,Zona Sul,3,2,1
"[LOCAÇÃO REVERSÍVEL EMPREENDIMENTO GRAND PARK LINDÓIA] - Empreendimento Melnick com extraordinária infra estrutura. Localizado no bairro Jardim Lindóia, ao lado do Bourbon Assis Br...",2691,609,3300,98,61,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,1,1
"Apartamento para Aluguel - Rubem Berta, 2 Quartos, 40 m2. Sobre o imóvel: Excelente apartamento no Condominio São Francisco. Dois dormitórios, piso porcelanato no living e dormitór...",660,200,860,13,40,Acesso G, Rubem Berta ,Porto Alegre,Zona Norte,2,1,0
